title,price,square_meters,rooms,parking,baths,location,img_url,url,adv_description
 Apartamento de dos pisos para estrenar en Granat,"['$217,000']",105.0,2.0,2.0,2.0,Zona 4,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/03/71/55/28037155_befe1d,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-de-dos-pisos-para-estrenar-en-granat/28037155?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","$ 217,000 + timbres   - Lámparas y ojos de buey nuevos.  - Cortinas screen en todo el apartamento.  - Sala Familiar con espacio para escritorio y televisión con sofá nuevo y mesa lateral. Escritorio.  - Cuarto secundario con closet: cama con edredón y cabecera y mesa de noche.  - Cuarto Principal con walking closet y baño: cama matrimonial con cabecera y mesas de noche con lámparas. Baño equipado  - Baño secundario completo con toalla, cortina y accesorios.  - Área de lavandería con pila y espacio para torre de lavado.  - Cuarto de bodega dentro del apartamento.  - Sala / Comedor (amueblado)  - Cocina  - Refrigeradora  - Microondas  - Cocina Equipada: sartenes, vajilla, todo para cocinar  - Calentador eléctrico de agua  - Estufa / Plancha Electrolux   Acabados:  - Cocina top de cuarzo  - Grifería y artefactos de bajo consumo.  - Piso vinílico imitación madera.  - Ventilación natural por diseño para LEED®.  - Louvers para reducir el impacto de radiación.   Sótano:   - Dos estacionamientos tándem de 14 M2 cada uno  - Bodega de 4.50 M2 en sótano.   Amenities:  - Gimnasio  - Business Center  - Área Social con Churrasquera  - Roof Top"
 VENDO CASA EN VILLAS CAMPESTRE CARRETERA A EL SALVADOR KM. 22.5,"['Q1,400,000']",230.0,3.0,2.0,2.0,Carretera a El Salvador,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/25/72/69/78/25726978_55257f,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/vendo-casa-en-villas-campestre-carretera-a-el-salvador-km-22-5/25726978?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Cerca de Deco City Para estrenar. 230 M2 de construcción 3 dormitorios (Master con baño y vestidor) 2.5 baños Sala - Comedor Cocina con gabinetes Estudio Sala Familiar Amplio patio trasero Cuarto de servicio y lavandería 2 parqueos Área Verde, juegos para niños, salón social, piscina climatizada, parqueo de visitas y canchas deportivas Venta Q. 1,400,000.00 negociable Contáctenos para agendar una visita."
" APARTAMENTO EN VENTA Condado Naranjo, Condominio San Miguel","['Q1,275,000']",90.0,3.0,2.0,3.0,Zona 4,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/99/26/71/27992671_33ab82,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-condado-naranjo-condominio-san-miguel/27992671?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Listo!! ubicado en condado naranjo, sector exclusivo y con gran desarrollo inmobiliario.   Amenidades, seguridad y una excelente ubicación.    DESCRIPCION  -90 metros cuadrados de construcción  -Sala/comedor  -Cocina con línea blanca  -3 habitaciones  - Habitación principal con baño y walk in closet  - Habitaciones secundarias con closet  -Baño completo para habitaciones secundarias  -Baño de visitas  -Área de lavandería (incluye lavadora/secadora)  -Balcón  -2 parqueos (tándem)    DESCRIPCION DE CONDOMINIO  -Seguridad las 24 horas  -Salón social  -Juegos infantiles  -Área verde  -Garita de seguridad  -Parqueo para visitas  -Cancha de fútbol y basquetbol   INVERSIÓN  Q.1,275,000"
 Vendo apartamento de 2 hab. en zona 14 Ref-3452,"['$200,000']",123.0,2.0,1.0,3.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/02/86/04/28028604_cf35de,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apartamento-de-2-hab-en-zona-14-ref-3452/28028604?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Vendo apartamento de 2 hab. en zona 14 Ref-3452  DESCRIPCION   Nivel bajo 122.85mts 1 parqueo 2 Habitaciones amplias  Habitacion principal con walking closet y baño Secundaria comparte baño con visita  Habitación de servicio con baño Area de Lavandería  Sala y comedor Cocina  Calentador general Cortinas Cuenta con línea blanca y calentador eléctrico    Amenidades    Salón social, área infantil, piscina, jacuzzi,sauna, gimnasio    Precio de venta $200,000.00 Libre de gravámenes/hipotecas"
 Apartamento en venta zona 14 / Edificio Garces de la Villa Ref-4008,"['$168,000']",90.0,3.0,2.0,2.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/02/86/03/28028603_62114e,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-zona-14-edificio-garces-de-la-villa-ref-4008/28028603?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","APARTAMENTO EN VENTA   UBICADO EN ZONA 14) EDIFICIO GARCES DE LA VILLA    Nivel 7 3 habitaciones  2 parqueos  Mide 90 metros    Precio $168,000 negociable"
 Vendo apartamento en zona 15 Ref-4010,"['$220,000']",153.0,2.0,2.0,2.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/02/86/02/28028602_422858,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apartamento-en-zona-15-ref-4010/28028602?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Vendo Apartamento en zona 15 bulevar de vista hermosa 1    2 dormitorios 2.5 baños Sala Comedor Cocina 2 parqueos  Bodega Amenidades Gimnasio Terraza para eventos Parqueo de visitas   Precio de venta $220.000  Apartamento 116 metros, más 2 parqueos y bodega 153 metros"
 Vendo Casa en Carretera Al Salvador Km 16 Ref-4070,"['Q950,000']",200.0,3.0,2.0,3.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/02/85/94/28028594_4973b3,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/vendo-casa-en-carretera-al-salvador-km-16-ref-4070/28028594?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Vendo Casa en Condominio Carretera Al Salvador Ref-4070  Descripción:   2 niveles 1 habitación principal con walking closet y baño completo. 2 habitaciones con con closet comparten baño completo. Baño Garage techado para 2 carros  Sala-comedor Cocina con gabinetes Área de lavandería Habitación de servicio Jardín   Amenidades:   Juegos infantiles Seguridad  Doble Garita  Parqueo para visitas  Área social   Precio de venta Q950,000.00"
 Casa en construcción venta Sector A1 Ciudad San Cristobal Ref-4072,"['Q1,750,000']",153.0,3.0,3.0,4.0,Zona 8,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/02/85/92/28028592_ec1ac2,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-construccion-venta-sector-a1-ciudad-san-cristobal-ref-4072/28028592?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Casa Nueva en venta Sector A1 Ciudad San Cristobal Ref-4072  Descripción:  Primer Nivel   Sala Comedor Cocina / Lavandería Baño de visitas, Estudio con baño completo Jardin Trasero Amplio Parqueo para tres vehículos, (2 dentro de la casa y uno en el área común) Cisterna en área verde con bomba Porton Metalico Corredizo   Segundo Nivel   3 habitaciones Habitacion principal con walk in closet y baño 2 habitaciones secundarias que comparten baño Sala Familiar Balcón   ACABADOS:   Gradas con Barandas de hierro forjado, Gradas con madera en huella Carrileras de cemento en área de parqueo + grama.   AMENIDADES:   Área verde común en el condominio Garita de ingreso del condominio con porton eléctrico.   Precio de la Vivienda: Q1,750,000.00 (Mas IVA y Gastos de escrituración)"
 Casa en venta en zona 7 Mixco El Encinal Ref-4059,"['$150,000']",200.0,3.0,2.0,3.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/01/93/33/28019333_494727,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-en-zona-7-mixco-el-encinal-ref-4059/28019333?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Casa en venta en Zona 7 el Encinal Mixco Ref-4059  Terreno de 200mts²  Descripcion   3 Habitaciones Habitacion principal con walk-in closet y baño 2 Habitaciones secundarios comparten baño  Sala  Comedor Cocina  Area de lavandería Baño de visitas Sala familiar con chimenea y balcón  Dormitorio de servicio con baño Patio con pergola 2 parqueos bajo techo    Amenidades:   Garita de seguridad  Parqueo de visitas Areas verdes con cancha de baloncesto   VENTA $150,000.00"
 Venta casa Bosques del Encinal 1 Mixco,"['Q1,230,000']",200.0,3.0,2.0,2.0,Zona 7,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/01/59/72/28015972_6b898e,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/venta-casa-bosques-del-encinal-1-mixco/28015972?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Casa en Bosques del Encinal 1  Dentro de condominio, salón para eventos, área deportiva y gimnasio.   Primer nivel: Garage para 2 carros  Estudio Sala Comedor Cocina con Gabinetes Área de lavandería techada Cuarto de servicio con baño  Jardín trasero techado Segundo nivel: Habitación principal con walking closet y baño  2 habitaciones secundarias con baño compartido  Sala familiar   Pago de IUSI Q1096.88 trimestral  Pago de Mantenimiento Q500 mensual"
 VENDO CASA EN SANTA CLARA CARRETERA A EL SALVADOR KM. 18.5,"['$190,000']",260.0,3.0,3.0,3.0,Carretera a El Salvador,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/22/78/54/94/22785494_7f3caa,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/vendo-casa-en-santa-clara-carretera-a-el-salvador-km-18-5/22785494?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Se vende excelente casa en condominio Santa Clara, Km. 18.5 Carretera a El Salvador   Atrás de Portal Sole.   Terreno de 10 x 20 metros  260 M2 de construcción  3 dormitorios amplios con baño completo cada uno (Master con Vestidor)  Sala  Sala Familiar con espacio para pequeño estudio  Comedor  Cocina con gabinetes  Lavandería  Baño de Visitas  Dormitorio y Baño de Servicio  Jardín frontal y pequeño jardín posterior  Pérgola y terraza  3 Parqueos   El condominio cuenta con seguridad, amplias calles, canchas deportivas.   Precio de venta US $ 190,000.00 más impuestos   Contáctenos para solicitar una visita."
 VENDO APARTAMENTO EN CAÑADA 16 ZONA 16,"['$135,000']",72.0,3.0,2.0,2.0,Zona 16,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/52/59/34/24525934_f72a93,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apartamento-en-canada-16-zona-16/24525934?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Vendo Apartamento en Condominio Hexa Cañada 16, zona 16, cerca de c.c. Cascata   72.69 mts2 de apartamento + 25 mts2 de parqueos.   3 dormitorios  1 baño completo  Sala / Comedor  Cocina  Área de lavandería  2 parqueos (tandem)   Amenidades  Gym  Salón social  Area de juegos para niños  Área de lavadoras y secadoras   Mantenimiento Q1,050   Precio de venta US$135,000 más impuestos   Contáctenos, llame Ya, agende una visita"
 VENDO CASA EN ZONA 18 KM. 10 CARRETERA AL ATLANTICO,"['Q950,000']",180.0,3.0,2.0,2.0,Zona 18,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/25/35/04/57/25350457_b1413f,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/vendo-casa-en-zona-18-km-10-carretera-al-atlantico/25350457?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Se vende excelente casa en Residencial con garita en Carretera al Atlántico Km. 10 Zona 18   Cerca de colegios, supermercados, centros comerciales como Centra Norte, Plaza San Rafael, Metronorte y Portales.   2 niveles.  Terreno de 8 X 18  180 M2 de construcción  Sala - Comedor - Cocina  Patio de tender  Lavandería  Dormitorio de servicio con baño  3 dormitorios  2.5 baños  Bodega  2 - 4 parqueos  Amplio patio   Precio: Q. 950,000.00 más impuestos.   Llame Ya, Agende una visita."
 VENDO CASA EN LOS PINABETES CARRETERA A EL SALVADOR,"['$145,000']",180.0,3.0,2.0,2.0,Carretera a El Salvador,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/28/01/23/37/28012337_6d5510,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/vendo-casa-en-los-pinabetes-carretera-a-el-salvador/28012337?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Se vende excelente casa en Villas Los Pinabetes, Km. 20 Carretera a San José Pinula   Casa de 180 m2 de construcción  3 habitaciones  Sala y comedor  Patio y pérgola  Sala familiar  2.5 baños  Garage para 2 carros   Precio de venta $145,000.00   Contáctenos, agende una visita."
 APARTAMENTO EN VENTA EN ZONA 14,"['$240,000']",120.0,2.0,2.0,2.0,Zona 14,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/98/48/95/27984895_bd8c30,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-zona-14/27984895?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","120 m²   2 Habitaciones  2.5 Baños  2 Balcones  Sala, comedor, cocina integrada  2 Parqueos tándem para vehículo y un espacio adicional para moto. Nivel medio alto   Precio de venta $240,000  IUSI Q1240 trimestral,  Mantenimiento Q1,560   2905/199   Info  Te146460011   Info  Te145417320"
 Apartamentos Nuevos En Venta Zona 10 Excelente Ubicación,"['$217,626']",80.0,1.0,1.0,2.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/98/47/18/27984718_f5a8da,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamentos-nuevos-en-venta-zona-10-excelente-ubicacion/27984718?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Apartamentos Nuevos  Desde 80.16m2 de construcción, cuentan con:  Sala-comedor,  sala familiar(según modelo),  cocina con gabinetes,  desayunador,  1-2-3 dormitorios,  walk in closet,  balcón,  terraza (según modelo),  área de lavandería,  parqueo para 1- 2 vehículos.   118 Apartamentos, 3 pent-houses, 5 elevadores, sótanos y lobbies privados   Amenidades Excepcionales:  Motor Lobby, recepción, business center, jardín, área de juegos, pérgola y acceso privado al comercio. Gimnasio y salón de Yoga, spa, sauna, jaccuzi, salón social con cocina, lap pool y ludoteca. Rooftop lounge, indoor kitchen, sky pool, solarium, fire pits, pérgola y outdoor kitchen y bark park.   Distribución: Sótanos de parqueos para apartamentos y para oficinas.   Elevadores independientes para ingresar a las oficinas o apartamentos.   A pasos del parque Dante Alighieri en el sector de Santa Clara  A minutos de comercios, restaurantes, hospitales, universidades, colegios, bancos, hoteles y gimnasios.     Acabados:  Cocinas italianas, grifería alemana, loza sanitaria de diseñador, mármol/piedras naturales en baños, techo abovedado con luz led, puertas, zócalos y pisos de madera de ingeniería, ventanería de aluminio importado, línea blanca y A/C ready.   Precios desde: US$ 217,626.31 + Impuestos de Ley."
 Casa en Venta San Miguel Petapa,"['Q620,000']",96.0,4.0,1.0,2.0,Guatemala,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/98/15/10/27981510_c1cb17,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-san-miguel-petapa/27981510?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","ESIDENCIAL SAN MIGUEL PETAPA    AnteriorSiguiente  CASA EN VENTA EN RESIDENCIAL SAN MIGUEL PETAPA  Venta  Q620,000  Casa en Condominio Residencial   4  2  1  Se permite mascotas   CV060524 Disponible  Área de construcción  96.00 m2  Área de terreno  96.00 m2  Medida Frente  6.00 m  Medida Fondo  16.00 m   Zona 11, San Miguel Petapa, Guatemala  Esta hermosa casa en venta se encuentra en un exclusivo condominio residencial, en una ubicación privilegiada. Con un precio de Q620,000.00, esta propiedad es perfecta para aquellos que buscan una vivienda amplia y cómoda. La casa cuenta con 4 habitaciones y 2 baños, ideales para acomodar a toda la familia. Además, dispone de un estacionamiento para que puedas aparcar tu vehículo de manera segura y práctica. Con un área construida de 96m2 y un terreno del mismo tamaño, esta propiedad ofrece espacio suficiente para disfrutar de la comodidad de un hogar. Además, cuenta con dos niveles construidos y un jardín brindando una distribución óptima de los espacios;  La seguridad es una prioridad en este condominio, ya que cuenta con vigilancia las 24 horas del día. Cercana a escuelas,  gimnasios, centros comerciales  lo que facilitará tu día a día; Cuenta con varios accesos y con todas las comodidades necesarias para una vida tranquila y confortable. El residencial también ofrece áreas de juegos infantiles, canchas deportivas y un área social exterior con un mirador para disfrutar de una bella vista y agradables atardeceres. La casa dispone de una sala amplia, una terraza con pergola y balcón ideales para relajarse y disfrutar de las vistas  agregando un valor adicional.  LAS HABITACIONES TIENEN CLOSETS INCLUIDOS, LA COCINA CON GABINETES, GRADAS CON ALFOMBRA, AREA DE TERRAZA CON PERGOLA"
 VENDO APARTAMENTO AMUEBLADO Y EQUIPADO EN ZONA 10,"['$225,000']",90.0,2.0,2.0,2.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/97/88/95/27978895_75eecf,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apartamento-amueblado-y-equipado-en-zona-10/27978895?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","90 m² de apto + 28 m² de parqueos   2 Habitaciones la principal con walk-in closet y baño  1 Habitación secundaria con su closet  2 Baños completos  2 Parqueos  1 Balcón  Linea blanca completa   Precio de venta $225,000.00  Mantenimiento: Q1,140.00  IUSI: Q2,360.00 trimestral   2905/363   Info  Te146460011   Info  Te145417320"
 VENTA CASA ZONA 11 DENTRO DE GARITA,"['Q1,800,000']",140.0,3.0,2.0,2.0,Zona 11,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/26/03/26/80/26032680_139fbe,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/venta-casa-zona-11-dentro-de-garita/26032680?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Terreno 10x20  construcción 140mt2   La casa cuenta con:   Sala Comedor  Cocina con gabinetes  3 dormitorios  1 baño  Estudio  Cuarto de servicio con baño  Bodega  Garage para 2 vehículos  Cisterna y Bomba   El Residencial está en una excelente ubicación cuenta con Amplias áreas verdes y juegos para niños   Cuota de Mantenimiento Q200   Solo al contado  Precio $225,000"
 Venta casa Hojarasca zona 1 Mixco,"['Q1,500,000']",340.0,5.0,2.0,3.0,Zona 1,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/25/45/52/99/25455299_dce536,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/venta-casa-hojarasca-zona-1-mixco/25455299?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","CASA DE 3 NIVELES CON LINDA VISTA   -Contrucción 340mt²  -Terreno 12x 25   PRIMER NIVEL  -Garage 2 vehiculos  -habitacion de visita con baño  -baño de visita  -estudio amplio con vista al bosque  -sala familiar  -comedor amplio para 12 personas  -cocinas amplia  -cuarto servicio  -Lavandería  -Jardín atrás con churrasquera.   SEGUNDO NIVEL.  -3 habitación amplias con closet comparte baño,  -habitacion Master con baño completo y Walking closet con linda vista con ---balcon.  -Habitación secundario con baño completo y closet.  -Sala Familiar amplia  -Total 5 dormitorios.   TERCER NIVEL.  -Terraza amplia con vista a la ciudad.  -Cisterna  -Mantenimiento seguridad Q350  -Agua Q250 pozo propios."
" Vendo casa de 3 dorm, 150m2, 1 parq. Zona 16, Hacienda Real","['$200,000']",150.0,3.0,1.0,2.0,Zona 16,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/25/39/57/84/25395784_0e2fe1,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/vendo-casa-de-3-dorm-150m2-1-parq-zona-16-hacienda-real/25395784?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Vendo casa de 3 dorm, 150m2, 1 parq. Zona 16, Hacienda Real   La casa cuenta con:   • 3 Habitaciones (todas con clóset)  • 3 Niveles  • 150m2 Construcción  • Terreno de 8m x 9m  • Garage 2 Vehículos  • Sala – Comedor y cocina (espacio abierto)  • 2.5 Baños  • Lavandería en terraza  • Jardín interno  • Dormitorio y baño de servicio.  • Terraza con Pérgola  • Garita de acceso (24h)  • Mantenimiento: Q200   Precio de Venta: $200,000 + Impuestos   Fecha de entrega aproximada: Enero 2024   Mayor Información y citas al número en el anuncio.  Si deseas vender o alquilar tu propiedad, ¡Contáctanos! Será un gusto atenderte."
 VENTA APARTAMENTO ZONA 2,"['Q1,100,000']",92.0,2.0,2.0,1.0,Zona 2,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/85/72/61/24857261_a898bb,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/venta-apartamento-zona-2/24857261?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Venta bonito apartamento en zona 2. Muy cerca de calle Martí con acceso inmediato a periférico.  Edificio nuevo.   Apartamento 92mt²   Caracteristicas.  -Área construcción apartamento 63m²  -nivel 16  -sala  -comedor  -cocina equipada línea blanca moderna  -2 dormitorios  -1 baño  -1 balcón  -Área de lavandería con secadora y lavadora moderna  -bodega de 3 m2  -2 parqueos 26 m²   Amenidades  -Piscina climatizada  -3 Elevadores  -Business center  -Area de juegos  -Sky Deck  -Horno para pizza  -Fire Pit  -Gimnasio  -Baby Gym  -Área de pérgola  -Área de lavandería  -Edificio de 18 pisos  -Aceptan mascotas pequeñas   Venta Q1,100,000   Finaciamiento bancario, BAC, BAM, PROMERICA, INDUSTRIAL, CHN."
 RENTO APARTAMENTO EN VISTA HERMOSA 1 ZONA 15,"['$198,000']",78.0,2.0,2.0,2.0,Zona 15,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/96/94/93/27969493_2ccb94,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/rento-apartamento-en-vista-hermosa-1-zona-15/27969493?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","78.30 m² + 23.13 m² de parqueos  Sala y comedor  2 Habitaciones  2 Baños  Cocina con línea blanca  2 Parqueos tándem   Amenidades:  Gym completo  Salón social  Área de juegos para niños Business center Recepción.  Se permiten mascotas   Precio de venta $198,000  Mantenimiento Q1,557  Iusi trimestral Q1,537   2805/534   Info  Te146460011   Info  Te145417320"
 Vendo apartamento de 3 habitaciones en zona 10 ref-4053,"['$235,000']",123.0,3.0,2.0,3.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/27/95/61/78/27956178_ac5237,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/vendo-apartamento-de-3-habitaciones-en-zona-10-ref-4053/27956178?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Vendo apartamento de 3 habitaciones en zona 10 ref-4053  123mts²   DESCRIPCIÓN   Habitación principal con walk in closet, baño y mini balcón 2 habitaciones secundarias que comparte baño Sala con balcón Comedor Cocina equipada (Estufa, nevera) Área de lavanderia equipada con torre de lavado Baño de visitas Bodega 2 parqueos uno a la par del otro   AMENIDADES   Piscina Gimnasio Business center Salón social Área infantil   Precio de venta $235,000.00 negociable"
