title,price,square_meters,rooms,parking,baths,location,img_url,url,adv_description
" Casa en Venta Hacienda de Las Flores, Villa Nueva","['Q1,200,000']",165.0,4.0,4.0,3.0,Villa Nueva,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/67/98/69/24679869_d2d594,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-hacienda-de-las-flores-villa-nueva/24679869?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Moderna, minimalista, iluminada y ventilada  • 4 habitaciones  • 3 ½ baños• 1 parqueo internos + 3 al frente  • 2 salas  • Comedor – Cocina  • Área de lavandería    Una de las cuatro habitaciones esta en la planta baja con baño completo, portón eléctrico para uno de los parqueos internos. Gabinetes y top de granito en la cocina, walk-in closet y uno de los baños es privado para la habitación principal, closets en las habitaciones secundarias.     Ubicación: Hacienda de las Flores, KM 14.5 al Pacifico, Villa Nueva   • Doble garita de control  • Áreas verdes y recreativas  • Área comercial   • Caminamientos y Ciclovías  • Canchas deportivas    Coordinar visita con el contacto del anuncio.. --- Clave Interna: PAC.005.09.19 ---"
 Casa en Venta Zona 18 Residencial Mirador de la Cruz I,"['Q475,000']",180.0,3.0,1.0,3.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/67/98/36/24679836_b2f9b8,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-zona-18-residencial-mirador-de-la-cruz-i/24679836?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Venta incluye mantenimiento y funcionalidad en general de la casa• 3 habitaciones• 3 baños completos• 1 parqueo• Sala – Comedor• Cocina• Área de lavandería• Terraza con grandas de acceso• Cisterna con bomba hidroneumática• 1 nivel• Construcción 180 mts²• Terreno 6 x 20 metrosDistribución: ingreso primer nivel parqueo, jardín interno, sala, comedor, baño completo y cocina con gabinetes, en la parte baja tiene una cabaña con 2 habitaciones y baño completo con área de lavandería, segundo nivel tiene un apartamento con baño completo. Ubicación: Residenciales Mirador de la Cruz 1 Zona 18. Cerca de centros comerciales y educativos. • Áreas verdes con caminamiento• Canchas deportivas                                      Coordinar visita con el contacto del anuncio.. --- Clave Interna: PVC.004.08.23 ---"
 Apartamentos Foret. Zona 16 Kanajuyú,"['Q1,612,421']",110.0,2.0,,3.0,Zona 16,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/63/76/07/24637607_846648,"https://www.encuentra24.com/guatemala-es/bienes-raices-proyectos-nuevos/apartamentos-foret-zona-16-kanajuyu/24637607?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Disfruta vivir a solo 5 minutos de Cayalá, rodeado de naturaleza y tranquilidad.   Apartamentos de dos y tres habitaciones con acabados de primera. Disfruta amenidades tales como: piscina, gimnasio, área de juegos para niños, terraza y más.   Contáctanos para más información y agenda una cita.  ¡¡Conoce el apartamento modelo!!"
 Lindo y amplio apartamento en venta Mirage zona 11,"['Q1,800,000']",151.0,3.0,2.0,2.0,Zona 11,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/63/50/83/24635083_a379ab,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/lindo-y-amplio-apartamento-en-venta-mirage-zona-11/24635083?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Área de construcción: 151 mts2 de construcción  Descripción:  3 habitaciones  2 baños completos  1 baño de visitas  Cocina  Sala  Comedor  Balcón  Alacena  Lavandería  2 parqueos  Cuota mantenimiento Q 1,700.00   Ideal para inversionistas actualmente rentado en $ 800.00  Precio venta Q 1,800,000.00 +impuestos (negociables)"
 Apartamento dentro de condominio en Fraijanes,"['$95,000']",90.0,1.0,1.0,1.0,Fraijanes,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/57/37/93/24573793_bba976,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-dentro-de-condominio-en-fraijanes/24573793?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","apartamento de 90 mts.2  dos dormitorios  Sala  Comedor  Cocina  1 baño  1 parqueo Está en un segundo nivel y recién fue remodelado e impermeabilizado.   El precio de venta $95,000.00  EB-NZ5471"
 Apartamento en Venta- Vista Hermosa I,"['$137,000']",54.0,2.0,1.0,2.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/54/81/51/24548151_16ea83,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-vista-hermosa-i/24548151?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Apartamento en venta en una ubicación privilegiada y céntrica, cercano a las principales rutas de la ciudad con multiples entradas y salidas.Zona 15, la zona residencial con mayor plusvalía y crecimiento en la ciudad en un entorno con gastronomía, servicios, comercio, entretenimiento y actividades al aire libre. Además de ser una excelente opción para vivir, es la mejor opción para invertir en la zona.Descripcion del Apartamento:- 1 dormitorio principal completo- 1 dormitorio secundario- 1 Baño- Sala, comedor y cocina- Balcon- Lavandería- 1 parqueo Amenidades Nivel 1:- Terraza- Jardin- Gimnasio- Area Techada JuegosAmenidades Nivel 15: - Churrasqueras- Horno Pizza- Terraza- Lounge                          - Home Office. --- Clave Interna: PVA.016.07.23 ---"
 Apartamento en Venta-Zona 15,"['$180,000']",75.0,3.0,2.0,2.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/54/81/50/24548150_8bbcae,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-zona-15/24548150?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Apartamento en venta en Zona 15, la zona residencial con mayor plusvalía y crecimiento en la ciudad en un entorno con gastronomía, servicios, comercio, entretenimiento y actividades al aire libre. Además de ser una excelente opción para vivir, es la mejor opción para invertir en la zona. Amenidades Nivel 1:- Terraza- Jardin- Gimnasio- Area Techada JuegosAmenidades Nivel 15: - Churrasqueras- Horno Pizza- Terraza- Lounge- Home OfficeDescripcion del Apartamento:- 1 dormitorio principal completo- 2 dormitorios secundarios- 1 Baño- Sala, comedor y cocina- Balcon- Lavandería- 2 parqueo Cercano a las principales rutas de la ciudad con multiples entradas y salidas. . --- Clave Interna: PVA. ---"
 Apartamento en venta en zona 10,"['$183,972']",93.0,2.0,2.0,2.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/54/81/49/24548149_8a8677,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-zona-10/24548149?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Venta de apartamento en zona 10, un diseño es novedoso y único con detalles bien cuidados que se destacan en cada uno de los apartamentos con el que podrá disfrutar todas las comodidades que necesita para vivir a plenitud dentro y fuera del mismo. Cuenta con vistas impresionantes hacia los volcanes. El ingreso y egreso al apartamento tanto de vehículos como de peatones será sobre la 20 calle, lo cual garantiza la seguridad y privacidad de los residentes.Amenidades:- Piscina con dos niveles de profundidad - Sky Lounge ubicado en la terraza del edificio - Salón de eventos - Área infantil con juegos - Salón juvenil de juegos Áreas pet friendly - Salas al aire libre - Gimnasio equipado Pista de entrenamiento Descripcion del Apartamento:- 1 dormitorio principal completo- 1 dormitorio secundario- 1 Baño- Sala, comedor y cocina- Balcon- Lavandería- 2 parqueo . --- Clave Interna: PVA.018.07.23 ---"
 Casa en venta-zona 8 de Mixco,"['Q1,483,000']",228.0,4.0,2.0,4.0,Mixco,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/54/81/46/24548146_37e343,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-zona-8-de-mixco/24548146?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Linda casa en venta en San Cristóbal zona 8 de Mixco. Cercano centro comercial, colegios y boulevard principal.La casa cuenta con: - Garaje para 2 vehículos- Sala- Comedor- Cocina- Baño de visitas- Dormitorio de servicio con baño- Patio posterior e interior- Lavandería- Dormitorio principal con estudio, baño y vestidor- 3 dormitorios secundarios, uno con baño- Baño general. --- Clave Interna: PVC.069.07.11.4.70 ---"
 Casa en venta- Km. 18.9 Carretera a San Jose Pinula,"['Q964,000']",206.0,3.0,3.0,3.0,San José Pinula,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/54/81/45/24548145_7068c3,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/casa-en-venta-km-18-9-carretera-a-san-jose-pinula/24548145?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Amplia casa de dos niveles en sector céntrico de carretera a San José Pinula. Cercano a Bulevar principal, centros comerciales y colegios.La casa cuenta con: - Garaje para 3 vehículos- Sala- Comedor- Cocina- Baño de visitas- Dormitorio de servicio con baño- Lavandería- Sala familiar con chimenea - Dormitorio principal con baño y guardarropa - 2 dormitorios secundarios- Baño general. --- Clave Interna: PVC.069.07.11.4.71 ---"
 Apartamento en VENTA en Santa Catarina Pinula,"['Q763,838']",74.0,3.0,2.0,2.0,Santa Catarina Pinula,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/51/20/13/24512013_d79720,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-santa-catarina-pinula/24512013?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Apartamentos en Venta en Santa Catarina Pinula, con salida cercana a Zona 16, Carretera a El Salvador, Muxbal, Piedra Parada, entre otros.El Proyecto cuenta con 2 Torres de EdificiosEl apartamento está distribuido de la siguiente manera: - 3 habitaciones - 2 baños - 2 parqueos - Espacio de lavandería - Cocina- Comedor - Sala - Balcón - Gimnasio - Garita de seguridadLos apartamentos son pet friendly con más de dos manzanas de áreas verdes. El complejo cuenta con áreas comunes, dos gimnasios (uno por Torre), canchas deportivas, dos estacionamientos por apartamento tipo tandem, área comercial, entre otras amenidades.. --- Clave Interna: PVA.013.07.23 ---"
 Vendo casa en Residenciales Villas de Santa Monica carretera a El Salvador km. 16.5,"['$200,000']",250.0,3.0,2.0,2.0,Carretera a El Salvador,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/50/17/62/24501762_6bbeb0,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-casas/vendo-casa-en-residenciales-villas-de-santa-monica-carretera-a-el-salvador-km-16-5/24501762?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Área: 250 mts de construcción  Garaje dos vehículos  Sala principal, estudio, baño de visitas, comedor, cocina con gabinetes, cuarto de servicio, lavandería techada, jardín privado.  Segundo nivel :  Tres dormitorios, principal con Walking closet y baño Completo, dos dormitorios secundarios con closet comparten baño.  Sala familiar.   IUSI: Q1008 el trimestre; mantenimiento Q850.00  Precio: $200,000 + impuestos."
 Apartamento en venta en MIRA ideal para inversión con jardín privado.,"['$219,000']",140.0,1.0,2.0,1.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/23/73/75/42/23737542_1d8c55,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-en-mira-ideal-para-inversion-con-jardin-privado/23737542?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Área: 140 mts2  80.5 mts2 de apartamento + 60 metros jardín  1 habitación amplia  1 terraza (con pérgola y jardín)  1.5 baños  Sala y Comedor  Lavandería  Cocina equipada con cooktop, refri, horno y lavadora platos  2 parqueos  Pet Friendly   Rentado actualmente en $1,000   Precio: USD$215,000 + timbres.   Amenidades del edificio:  Gimnasio  Rooftop con 2 Churrasqueras  Salón Social con Deck y Juegos para niños  Sala Familiar  Baños para Mascotas  Baños para Empleados  Coffee Shop  Tienda Conveniencia  Centro de Impresiones"
 Apartamento en Venta-Zona 15,"['$185,000']",67.0,2.0,2.0,2.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/49/51/71/24495171_6e2c59,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-zona-15/24495171?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Apartamento en venta en una ubicación privilegiada y céntrica, en un entorno con gastronomía, servicios, comercio, entretenimiento y actividades al aire libre. Descripcion del Apartamento:- 1 dormitorio principal completo- 1 dormitorio secundario- 1 Baño- Sala, comedor y cocina- Balcon- Lavandería- 2 parqueo - Bodega Amenidades - Lobby- GYM- Piscina climatizada- Work Spaces- Salas reuniones- Lounge- Salón eventos, entre otros. Acabados:- Ventaneria Piso a techo- Balcones vidrio templado- Closet Completos- Cocinas Top cuarzo-Piso ceramico tipo madera-Muebles de baño. --- Clave Interna: PVA. ---"
 Apartamento en Venta-Ubicación privilegiada,"['$208,000']",80.0,4.0,2.0,2.0,Guatemala City,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/49/51/70/24495170_e64485,"https://www.encuentra24.com/guatemala-es/bienes-raices-venta-de-propiedades-apartamentos/apartamento-en-venta-ubicacion-privilegiada/24495170?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Apartamento en venta en una ubicación privilegiada y céntrica, en un entorno con gastronomía, servicios, comercio, entretenimiento y actividades al aire libre. Descripcion del Apartamento:- 1 dormitorio principal completo- 2 dormitorios secundarios- 2 Baño- Sala, comedor y cocina- Balcon- Lavandería- 2 parqueo - Isla-desayunadorAcabados:- Ventaneria Piso a techo- Balcones vidrio templado- Closet Completos- Cocinas Top cuarzo-Piso ceramico tipo madera-Muebles de bañoAmenidades - Lobby- GYM- Piscina climatizada- Work Spaces- Salas reuniones- Lounge- Salón eventos, entre otros. . --- Clave Interna: PVA. ---"
 Apartamentos de 3 habitaciones zona 10 cerca de Oakland Mall,"['$185,000']",85.0,3.0,,2.0,Zona 10,https://photos.encuentra24.com/t_or_fh_m/f_auto/v1/gt/24/15/92/34/24159234_7866b2,"https://www.encuentra24.com/guatemala-es/bienes-raices-proyectos-nuevos/apartamentos-de-3-habitaciones-zona-10-cerca-de-oakland-mall/24159234?q=f_price.400000-2000000|f_currency.GTQ|withcat.bienes-raices-venta-de-propiedades-casas,bienes-raices-venta-de-propiedades-apartamentos&regionslug=guatemala-es-guatemala&list=categoryregion&categoryslug=bienes-raices-venta-de-propiedades-casas","Apartamentos zona 10  Un espacio único en zona 10, exclusividad que te impulsa a vivir tu ritmo de vida.   1 torre de 71 apartamentos  Tipo H - 85.07mts2 + 2 parqueos   Precios desde Q1,436,740.00   Distribución  Sala, comedor, cocina, balcón  2 habitaciones secundarias  Baño compartido  Habitación principal con walk in closet, baño y balcón  Área de lavandería   Enganche fraccionado   Amenidades  Fastline pool, fogateros, amplio gimnasio, sky lounge, área de juegos, área de masajes"
